dataset,noise_regime,objective,seed,eval_accuracy,eval_ece,eval_brier,eval_nll
mnist,clean,sce,6,0.9383333333333334,0.0338097024460633,0.0995350331068039,0.3220866322517395
mnist,clean,hellinger,6,0.9433333333333334,0.0206089142958323,0.0887008011341095,0.2888510823249817
mnist,clean,fisher_rao,6,0.9366666666666666,0.0305571174621582,0.1025711372494697,0.3337616622447967
mnist,clean,kl,7,0.9383333333333334,0.0292086580395699,0.0988622680306434,0.3210650980472564
mnist,clean,gce,7,0.9366666666666666,0.0340076934794584,0.1020741537213325,0.3250929713249206
mnist,clean,mae,7,0.935,0.0377064057191213,0.1013030111789703,0.3154934346675873
mnist,clean,sce,7,0.9366666666666666,0.0412190123895803,0.1038090884685516,0.358847439289093
mnist,clean,hellinger,7,0.94,0.0222014007965723,0.0944984853267669,0.3029784560203552
mnist,clean,fisher_rao,7,0.9383333333333334,0.0366931828856468,0.1012446880340576,0.3317842483520508
mnist,clean,kl,8,0.935,0.0298235177000363,0.1061085984110832,0.3329751789569855
mnist,clean,gce,8,0.9366666666666666,0.0293095281223455,0.0959402620792388,0.3114945590496063
mnist,clean,mae,8,0.9333333333333332,0.0453763478000958,0.1072112619876861,0.3764648735523224
mnist,clean,sce,8,0.9383333333333334,0.034907098909219,0.1038194298744201,0.3828079104423523
mnist,clean,hellinger,8,0.9416666666666668,0.0229399614036082,0.0952610373497009,0.3028409779071808
mnist,clean,fisher_rao,8,0.9266666666666666,0.039579609533151,0.104404978454113,0.3338250815868377
mnist,clean,kl,9,0.9366666666666666,0.0279496985177199,0.1051585152745246,0.3257944285869598
mnist,clean,gce,9,0.9316666666666666,0.0324318945407867,0.1008022725582122,0.3235735595226288
mnist,clean,mae,9,0.9333333333333332,0.0349580589930216,0.1020999625325203,0.3275664150714874
mnist,clean,sce,9,0.9316666666666666,0.039135339508454,0.1063685566186904,0.370803028345108
mnist,clean,hellinger,9,0.93,0.0292755544185638,0.1019854471087455,0.308914303779602
mnist,clean,fisher_rao,9,0.9366666666666666,0.0330180806914965,0.1029290482401847,0.3272971212863922
mnist,sym_20,kl,5,0.785,0.0945812053481738,0.3251786231994629,0.9119749069213868
mnist,sym_20,gce,5,0.85,0.080226055731376,0.2382414788007736,0.7123319506645203
mnist,sym_20,mae,5,0.8933333333333333,0.0568524507681529,0.1700794249773025,0.537703812122345
mnist,sym_20,sce,5,0.7766666666666666,0.1296199072152376,0.3487125635147095,1.0947479009628296
mnist,sym_20,hellinger,5,0.7833333333333333,0.1099182478090127,0.3304848372936249,0.929495334625244
mnist,sym_20,fisher_rao,5,0.78,0.1282093976686398,0.3473111093044281,1.0790817737579346
mnist,sym_20,kl,6,0.8,0.0967344680428505,0.3078844845294952,0.8598951101303101
mnist,sym_20,gce,6,0.835,0.0845403266946475,0.2561838328838348,0.795708417892456
mnist,sym_20,mae,6,0.8866666666666667,0.0645341483751932,0.184379443526268,0.6349582076072693
mnist,sym_20,sce,6,0.7983333333333333,0.1124722951650619,0.3120523691177368,1.013529658317566
mnist,sym_20,hellinger,6,0.79,0.1013543189316988,0.3166929185390472,0.8913975954055786
mnist,sym_20,fisher_rao,6,0.7933333333333333,0.1176724928617477,0.327894389629364,1.0152024030685425
mnist,sym_20,kl,7,0.81,0.0840372398992379,0.2786886990070343,0.7550850510597229
mnist,sym_20,gce,7,0.8383333333333334,0.0720597285032272,0.2449809461832046,0.7160488963127136
mnist,sym_20,mae,7,0.9,0.0633157928287983,0.1673904955387115,0.5941291451454163
mnist,sym_20,sce,7,0.8083333333333333,0.1080573408305644,0.3103780150413513,0.9851726293563844
mnist,sym_20,hellinger,7,0.8183333333333334,0.0914519496758778,0.29597869515419,0.8167444467544556
mnist,sym_20,fisher_rao,7,0.8116666666666666,0.1048518292605877,0.3114696741104126,0.9052816033363342
mnist,sym_20,kl,8,0.7916666666666666,0.1226851424078146,0.3359919190406799,0.9398087859153748
mnist,sym_20,gce,8,0.8033333333333333,0.1180116734405359,0.3098946213722229,0.9538633227348328
mnist,sym_20,mae,8,0.8816666666666667,0.0685884483655294,0.1880704760551452,0.6912267804145813
mnist,sym_20,sce,8,0.78,0.1296665224432945,0.3582980036735534,1.2075506448745728
mnist,sym_20,hellinger,8,0.7933333333333333,0.1052891530593235,0.3254385888576507,0.9707105755805968
mnist,sym_20,fisher_rao,8,0.7766666666666666,0.134719136506319,0.3546005487442016,1.105848789215088
mnist,sym_20,kl,9,0.7833333333333333,0.1076569147904714,0.3414331674575805,0.8983204960823059
mnist,sym_20,gce,9,0.8366666666666667,0.0843563581506411,0.2543900609016418,0.7463254928588867
mnist,sym_20,mae,9,0.8883333333333333,0.0608416822552681,0.1800666898488998,0.5520099997520447
mnist,sym_20,sce,9,0.78,0.1299148374795913,0.3419594764709472,1.107767105102539
mnist,sym_20,hellinger,9,0.8,0.0850863983730475,0.3035564720630646,0.8283641338348389
mnist,sym_20,fisher_rao,9,0.77,0.1262480436265468,0.3493445813655853,0.9876402020454408
mnist,sym_40,kl,5,0.6516666666666666,0.1759191862742106,0.5391532778739929,1.6565430164337158
mnist,sym_40,gce,5,0.6783333333333333,0.1848264143864313,0.5160829424858093,1.742431640625
mnist,sym_40,mae,5,0.7566666666666667,0.1604109302659829,0.3916025161743164,1.309471607208252
mnist,sym_40,sce,5,0.6183333333333333,0.2447544730703036,0.6366068720817566,2.4270191192626953
mnist,sym_40,hellinger,5,0.62,0.2193039392431577,0.5877294540405273,1.8718966245651243
mnist,sym_40,fisher_rao,5,0.625,0.2275248677035173,0.591690182685852,1.995119571685791
mnist,sym_40,kl,6,0.585,0.2359598832329114,0.6533145308494568,1.9959858655929563
mnist,sym_40,gce,6,0.64,0.2221830251812934,0.5717841386795044,1.9313124418258667
mnist,sym_40,mae,6,0.7433333333333333,0.1689093447724978,0.416719913482666,1.4142354726791382
mnist,sym_40,sce,6,0.5866666666666667,0.2694144555926323,0.6430844068527222,2.308305501937866
mnist,sym_40,hellinger,6,0.5866666666666667,0.2408993702630201,0.6403608918190002,1.920362114906311
mnist,sym_40,fisher_rao,6,0.6033333333333334,0.2535331813494365,0.6353251338005066,2.0440731048583984
mnist,sym_40,kl,7,0.615,0.2115083811680476,0.5891157984733582,1.7849167585372925
mnist,sym_40,gce,7,0.6233333333333333,0.2358934774001439,0.5990477204322815,1.918992519378662
mnist,sym_40,mae,7,0.7366666666666667,0.171107062002023,0.4251773655414581,1.4558143615722656
mnist,sym_40,sce,7,0.57,0.278472523043553,0.6827207207679749,2.3861629962921143
mnist,sym_40,hellinger,7,0.61,0.2208192464212576,0.6198384165763855,1.9023561477661133
mnist,sym_40,fisher_rao,7,0.6083333333333333,0.2342412687341372,0.6240848898887634,1.9761499166488647
mnist,sym_40,kl,8,0.6316666666666667,0.1964940857390562,0.5940244793891907,1.8658990859985352
mnist,sym_40,gce,8,0.6466666666666666,0.2336494451761245,0.5767980813980103,1.948521375656128
mnist,sym_40,mae,8,0.745,0.1709046643972397,0.4106012284755707,1.328281283378601
mnist,sym_40,sce,8,0.6,0.2701485149065653,0.6564384698867798,2.368370532989502
mnist,sym_40,hellinger,8,0.5966666666666667,0.2336618246634801,0.6231550574302673,1.9431074857711792
mnist,sym_40,fisher_rao,8,0.5966666666666667,0.2577536582946778,0.6320661306381226,2.1299681663513184
mnist,sym_40,kl,9,0.6,0.2188737187782923,0.6055953502655029,1.792538285255432
mnist,sym_40,gce,9,0.6183333333333333,0.2476737915972869,0.6106945872306824,1.9935306310653689
mnist,sym_40,mae,9,0.7366666666666667,0.1712143212060133,0.4174294769763946,1.4096728563308716
mnist,sym_40,sce,9,0.5433333333333333,0.3121630910535653,0.7368587255477905,2.623976945877075
mnist,sym_40,hellinger,9,0.5733333333333334,0.249991606871287,0.6357390284538269,1.8990026712417605
mnist,sym_40,fisher_rao,9,0.5916666666666667,0.2524915950000286,0.6286752820014954,2.0495097637176514
mnist,sym_60,kl,5,0.3816666666666666,0.3810682637989521,0.964480996131897,3.145827293395996
mnist,sym_60,gce,5,0.39,0.4171092975139618,0.9938976168632508,3.7166316509246826
mnist,sym_60,mae,5,0.475,0.3720198089381059,0.8661894798278809,3.2968828678131104
mnist,sym_60,sce,5,0.35,0.4733092828591665,1.0687353610992432,4.421061038970947
mnist,sym_60,hellinger,5,0.3716666666666666,0.4023799937715133,0.9843853712081908,3.4293863773345947
mnist,sym_60,fisher_rao,5,0.3583333333333333,0.4397844711442789,1.0378668308258057,3.7086312770843506
mnist,sym_60,kl,6,0.405,0.3704077321787675,0.9283535480499268,3.203802585601806
mnist,sym_60,gce,6,0.44,0.3849490032096704,0.9290827512741088,3.522184133529663
mnist,sym_60,mae,6,0.535,0.3307120045026144,0.7611544728279114,3.1002583503723145
mnist,sym_60,sce,6,0.4016666666666666,0.4230288271109263,1.0005053281784058,4.0987091064453125
mnist,sym_60,hellinger,6,0.4066666666666667,0.3704097372790178,0.9393113255500792,3.3306427001953125
mnist,sym_60,fisher_rao,6,0.3883333333333333,0.414298672179381,0.9371772408485411,3.360666275024414
mnist,sym_60,kl,7,0.4216666666666667,0.3421702350179354,0.8874579668045044,2.7507007122039795
mnist,sym_60,gce,7,0.4183333333333333,0.3744989431401094,0.9063258767127992,3.0364673137664795
mnist,sym_60,mae,7,0.515,0.343302293519179,0.782805860042572,2.880695343017578
mnist,sym_60,sce,7,0.385,0.42449762913088,1.0061578750610352,3.849891662597656
mnist,sym_60,hellinger,7,0.415,0.3573772775133451,0.9247730374336244,2.950881004333496
mnist,sym_60,fisher_rao,7,0.41,0.3862549031277497,0.9326426386833192,3.223156690597534
mnist,sym_60,kl,8,0.425,0.3435176330804824,0.892094612121582,2.929119110107422
mnist,sym_60,gce,8,0.4116666666666667,0.4029000951846441,0.9359961748123168,3.347564220428467
mnist,sym_60,mae,8,0.5116666666666667,0.3413879516720771,0.8002063035964966,2.9221208095550537
mnist,sym_60,sce,8,0.3883333333333333,0.438646357357502,1.0020219087600708,3.916764259338379
mnist,sym_60,hellinger,8,0.4,0.3864370553692182,0.9291585087776184,3.1025757789611816
mnist,sym_60,fisher_rao,8,0.4216666666666667,0.3877262838681539,0.9187095165252686,3.095433235168457
mnist,sym_60,kl,9,0.4216666666666667,0.3631289592881997,0.9041792750358582,3.031868696212769
mnist,sym_60,gce,9,0.4166666666666667,0.4014068612953027,0.9413651823997498,3.480952262878418
mnist,sym_60,mae,9,0.5116666666666667,0.3494486736257871,0.7950804829597473,3.1711959838867188
mnist,sym_60,sce,9,0.3716666666666666,0.4466666615009308,1.0288830995559692,4.271806716918945
mnist,sym_60,hellinger,9,0.3983333333333333,0.383418357471625,0.9240342378616332,3.123183012008667
mnist,sym_60,fisher_rao,9,0.4133333333333333,0.3867257290085156,0.9385469555854796,3.444615125656128
mnist,sym_80,kl,5,0.1866666666666666,0.5614595292011897,1.27710223197937,4.950119495391846
mnist,sym_80,gce,5,0.1766666666666666,0.5983373595774173,1.3291393518447876,5.750964164733887
mnist,sym_80,mae,5,0.2116666666666666,0.5972400225202242,1.3175748586654663,6.231476783752441
mnist,sym_80,sce,5,0.1916666666666666,0.6026110282043615,1.3433806896209717,6.5250701904296875
mnist,sym_80,hellinger,5,0.1816666666666666,0.56210430731376,1.2842777967453003,5.059837341308594
mnist,sym_80,fisher_rao,5,0.185,0.5892936431368192,1.3106402158737185,5.492621898651123
mnist,sym_80,kl,6,0.1833333333333333,0.5564047028621038,1.2849528789520264,4.879110336303711
mnist,sym_80,gce,6,0.1966666666666666,0.5691763590772947,1.3110642433166504,5.67634391784668
mnist,sym_80,mae,6,0.2066666666666666,0.6146937345961729,1.3337353467941284,6.033901691436768
mnist,sym_80,sce,6,0.1816666666666666,0.6145888324081896,1.3666837215423584,6.611739158630371
mnist,sym_80,hellinger,6,0.195,0.5461858154833317,1.2833116054534912,5.167332172393799
mnist,sym_80,fisher_rao,6,0.17,0.5985152340928713,1.3424159288406372,5.700219631195068
mnist,sym_80,kl,7,0.1916666666666666,0.5338651013622682,1.235482931137085,4.678851127624512
mnist,sym_80,gce,7,0.2216666666666666,0.5498301680386066,1.2648390531539917,5.498468399047852
mnist,sym_80,mae,7,0.2133333333333333,0.6020557952423891,1.3177878856658936,5.9703474044799805
mnist,sym_80,sce,7,0.1833333333333333,0.6144943544268608,1.368427038192749,6.510797500610352
mnist,sym_80,hellinger,7,0.2116666666666666,0.5251215499639511,1.2315794229507446,4.837402820587158
mnist,sym_80,fisher_rao,7,0.1983333333333333,0.5650137185057004,1.2758910655975342,5.265899181365967
mnist,sym_80,kl,8,0.2016666666666666,0.5417719241976737,1.2521768808364868,4.931527614593506
mnist,sym_80,gce,8,0.19,0.575742643972238,1.2949118614196775,5.44635009765625
mnist,sym_80,mae,8,0.2366666666666666,0.5691166289150714,1.2765411138534546,5.650615215301514
mnist,sym_80,sce,8,0.1983333333333333,0.5929070800046126,1.3411716222763062,6.547829627990723
mnist,sym_80,hellinger,8,0.1866666666666666,0.5631456675132116,1.277536153793335,5.1095871925354
mnist,sym_80,fisher_rao,8,0.175,0.5940535718699296,1.32606041431427,5.682842254638672
mnist,sym_80,kl,9,0.2166666666666666,0.5260185274481773,1.2371708154678345,5.0220184326171875
mnist,sym_80,gce,9,0.2133333333333333,0.5611264085272948,1.294464111328125,5.802040100097656
mnist,sym_80,mae,9,0.2533333333333333,0.5420269627372423,1.2407256364822388,6.119861602783203
mnist,sym_80,sce,9,0.1983333333333333,0.6113001279036204,1.3430190086364746,6.841617107391357
mnist,sym_80,hellinger,9,0.2033333333333333,0.556978169331948,1.2884621620178225,5.399896621704102
mnist,sym_80,fisher_rao,9,0.225,0.5469652377068996,1.2690519094467163,5.6682820320129395
mnist,asym_40,kl,5,0.5516666666666666,0.3054167044659455,0.6963090300559998,1.9025003910064695
mnist,asym_40,gce,5,0.5916666666666667,0.2780462152262528,0.6772697567939758,1.9845157861709597
mnist,asym_40,mae,5,0.6233333333333333,0.28470458522439,0.6280356049537659,2.2326362133026123
mnist,asym_40,sce,5,0.58,0.3212255973120531,0.7103900909423828,2.5346767902374268
mnist,asym_40,hellinger,5,0.5516666666666666,0.3076142149666945,0.6990193724632263,1.9169588088989256
mnist,asym_40,fisher_rao,5,0.56,0.307050192306439,0.7138500213623047,2.1051485538482666
mnist,asym_40,kl,6,0.525,0.3422671944399675,0.7730440497398376,2.231832504272461
mnist,asym_40,gce,6,0.5366666666666666,0.3463689625759919,0.789778470993042,2.554482698440552
mnist,asym_40,mae,6,0.565,0.3381037397185962,0.7537045478820801,2.815379858016968
mnist,asym_40,sce,6,0.5166666666666667,0.39077852110068,0.8388485908508301,3.1477043628692627
mnist,asym_40,hellinger,6,0.5383333333333333,0.3281165166695913,0.7660276889801025,2.306365966796875
mnist,asym_40,fisher_rao,6,0.5333333333333333,0.3526437115172545,0.7908611297607422,2.525747537612915
mnist,asym_40,kl,7,0.5683333333333334,0.2897333941360315,0.7000959515571594,1.946118116378784
mnist,asym_40,gce,7,0.5883333333333334,0.295781672000885,0.701551079750061,2.1445014476776123
mnist,asym_40,mae,7,0.615,0.2888835517565409,0.6549367308616638,2.2882022857666016
mnist,asym_40,sce,7,0.555,0.3465203941861788,0.7736313939094543,2.527757167816162
mnist,asym_40,hellinger,7,0.5716666666666667,0.284809876481692,0.6977507472038269,1.9389066696166992
mnist,asym_40,fisher_rao,7,0.5633333333333334,0.3070899358640114,0.7162010669708252,2.08638334274292
mnist,asym_40,kl,8,0.5816666666666667,0.273062943170468,0.6687495112419128,1.8971093893051147
mnist,asym_40,gce,8,0.575,0.3004246433079243,0.7143316864967346,2.1597347259521484
mnist,asym_40,mae,8,0.5616666666666666,0.3410384213676055,0.7490406036376953,2.5792813301086426
mnist,asym_40,sce,8,0.5583333333333333,0.3298598937193552,0.7486615180969238,2.6123712062835693
mnist,asym_40,hellinger,8,0.55,0.302036942243576,0.7101205587387085,1.9851874113082888
mnist,asym_40,fisher_rao,8,0.5533333333333333,0.3019270392507315,0.7178421020507812,2.11594557762146
mnist,asym_40,kl,9,0.4983333333333333,0.3604223231474558,0.8122184872627258,2.398344039916992
mnist,asym_40,gce,9,0.51,0.3832464643319447,0.8457068204879761,2.616708278656006
mnist,asym_40,mae,9,0.5283333333333333,0.3664486623803774,0.8127737641334534,2.884756088256836
mnist,asym_40,sce,9,0.5016666666666667,0.3986195061604182,0.8792924284934998,3.3236007690429688
mnist,asym_40,hellinger,9,0.505,0.3580427215993405,0.8245306611061096,2.4406793117523193
mnist,asym_40,fisher_rao,9,0.5116666666666667,0.3589547276993592,0.8239220380783081,2.575062990188598
fashion_mnist,clean,kl,0,0.849,0.1076444883942604,0.2506622672080993,0.7649403810501099
fashion_mnist,clean,gce,0,0.846,0.1188556263148784,0.2659276127815246,0.9371851682662964
fashion_mnist,clean,mae,0,0.857,0.1133764895200729,0.2586686909198761,1.0069175958633425
fashion_mnist,clean,sce,0,0.844,0.1275063960254192,0.273590624332428,0.9743909239768982
fashion_mnist,clean,hellinger,0,0.846,0.1072286926209926,0.2545745074748993,0.746838390827179
fashion_mnist,clean,fisher_rao,0,0.841,0.1216750172376632,0.2672813236713409,0.8838087916374207
fashion_mnist,clean,kl,1,0.836,0.1202911176681518,0.2639778852462768,0.7659123539924622
fashion_mnist,clean,gce,1,0.842,0.1202641066014766,0.2712345719337463,0.9015041589736938
fashion_mnist,clean,mae,1,0.85,0.1154783568978309,0.2609991431236267,0.9969252943992616
fashion_mnist,clean,sce,1,0.838,0.1316658847928047,0.2820704877376556,1.0562785863876345
fashion_mnist,clean,hellinger,1,0.849,0.108740731716156,0.2560091912746429,0.7526051998138428
fashion_mnist,clean,fisher_rao,1,0.847,0.11966344165802,0.2706849873065948,0.8892703652381897
fashion_mnist,clean,kl,2,0.849,0.1082570480406284,0.2465903609991073,0.7282688617706299
fashion_mnist,clean,gce,2,0.855,0.1126861443817615,0.2594389617443084,0.8931832313537598
fashion_mnist,clean,mae,2,0.842,0.1263681434988975,0.2715294659137726,1.07818603515625
fashion_mnist,clean,sce,2,0.849,0.1184654494225978,0.2637128531932831,0.99985533952713
fashion_mnist,clean,hellinger,2,0.848,0.1068419942557811,0.2501392364501953,0.7378842830657959
fashion_mnist,clean,fisher_rao,2,0.845,0.1214664464592933,0.2628770172595978,0.8694136738777161
fashion_mnist,clean,kl,3,0.835,0.1214412674307823,0.2631976008415222,0.7447224259376526
fashion_mnist,clean,gce,3,0.839,0.1222821348011493,0.2675617039203644,0.9003448486328125
fashion_mnist,clean,mae,3,0.848,0.1241050383746624,0.2725993990898132,1.0687848329544067
fashion_mnist,clean,sce,3,0.842,0.1244701608121395,0.2712991237640381,0.9953004717826844
fashion_mnist,clean,hellinger,3,0.842,0.1076760105490684,0.2562950551509857,0.7460432052612305
fashion_mnist,clean,fisher_rao,3,0.839,0.1226460476815701,0.2688284814357757,0.8518227934837341
fashion_mnist,clean,kl,4,0.843,0.1101241035759449,0.2571259140968323,0.7804142832756042
fashion_mnist,clean,gce,4,0.84,0.1201005812287331,0.2720479071140289,0.9106792211532592
fashion_mnist,clean,mae,4,0.848,0.1238881565034389,0.2701519429683685,1.088685154914856
fashion_mnist,clean,sce,4,0.84,0.1312176029384136,0.287081241607666,1.076344013214111
fashion_mnist,clean,hellinger,4,0.841,0.1120668752789497,0.2577933371067047,0.7517762184143066
fashion_mnist,clean,fisher_rao,4,0.834,0.1250528447329998,0.2739207148551941,0.890648365020752
fashion_mnist,sym_20,kl,0,0.738,0.1653712726384401,0.4306510686874389,1.3651788234710691
fashion_mnist,sym_20,gce,0,0.813,0.1297562170922755,0.3172511160373688,1.1679061651229858
fashion_mnist,sym_20,mae,0,0.839,0.125334262818098,0.28594970703125,1.179776668548584
fashion_mnist,sym_20,sce,0,0.763,0.1623634966611862,0.3992334902286529,1.449135422706604
fashion_mnist,sym_20,hellinger,0,0.744,0.1518746311664581,0.4097125828266144,1.320094108581543
fashion_mnist,sym_20,fisher_rao,0,0.725,0.189304593026638,0.4565237164497375,1.542303442955017
fashion_mnist,sym_20,kl,1,0.732,0.1577140399515629,0.43438920378685,1.3866214752197266
fashion_mnist,sym_20,gce,1,0.795,0.1442996365725994,0.342204213142395,1.298736810684204
fashion_mnist,sym_20,mae,1,0.821,0.1441655506789684,0.3193974792957306,1.2829240560531616
fashion_mnist,sym_20,sce,1,0.751,0.1648647390007973,0.4135693311691284,1.5805522203445437
fashion_mnist,sym_20,hellinger,1,0.742,0.1594443407952785,0.4304260313510895,1.415818214416504
fashion_mnist,sym_20,fisher_rao,1,0.734,0.1804737146198749,0.4424789547920227,1.5793046951293943
fashion_mnist,sym_20,kl,2,0.756,0.1322534047365188,0.4007844924926758,1.2381025552749634
fashion_mnist,sym_20,gce,2,0.802,0.1344355670213699,0.338318794965744,1.2086015939712524
fashion_mnist,sym_20,mae,2,0.832,0.1367331233620643,0.3001864552497864,1.1855322122573853
fashion_mnist,sym_20,sce,2,0.766,0.1557978179752826,0.4010851979255676,1.4629021883010864
fashion_mnist,sym_20,hellinger,2,0.731,0.1634684860110283,0.4206510782241821,1.2929929494857788
fashion_mnist,sym_20,fisher_rao,2,0.739,0.1635163152217865,0.4211291968822479,1.4196757078170776
fashion_mnist,sym_20,kl,3,0.716,0.1772006310820579,0.4561100602149963,1.3743085861206057
fashion_mnist,sym_20,gce,3,0.787,0.1433920831978321,0.3642110526561737,1.292779803276062
fashion_mnist,sym_20,mae,3,0.838,0.1217870609462261,0.2813420295715332,1.1667684316635132
fashion_mnist,sym_20,sce,3,0.759,0.1498983196020126,0.3921295702457428,1.4365261793136597
fashion_mnist,sym_20,hellinger,3,0.738,0.1546927943825721,0.4270468652248382,1.3412814140319824
fashion_mnist,sym_20,fisher_rao,3,0.72,0.1843421555757523,0.4554392099380493,1.542594313621521
fashion_mnist,sym_20,kl,4,0.742,0.1494393330216408,0.4132078289985657,1.2572070360183716
fashion_mnist,sym_20,gce,4,0.795,0.1381830031871795,0.3362330198287964,1.1695334911346436
fashion_mnist,sym_20,mae,4,0.831,0.1281518470942974,0.2869851589202881,1.095800518989563
fashion_mnist,sym_20,sce,4,0.778,0.1410525289475918,0.3724158406257629,1.3528591394424438
fashion_mnist,sym_20,hellinger,4,0.768,0.1269918113648891,0.3769777715206146,1.2234708070755005
fashion_mnist,sym_20,fisher_rao,4,0.755,0.1515321199893951,0.4018794596195221,1.371661901473999
fashion_mnist,sym_40,kl,0,0.579,0.2443260648548603,0.6728067994117737,2.0931904315948486
fashion_mnist,sym_40,gce,0,0.652,0.2336434623897076,0.5581371784210205,1.9560381174087524
fashion_mnist,sym_40,mae,0,0.771,0.1736091940104961,0.395143061876297,1.5649200677871704
fashion_mnist,sym_40,sce,0,0.599,0.2611216372549534,0.6442926526069641,2.2712621688842773
fashion_mnist,sym_40,hellinger,0,0.552,0.2840558312535286,0.703565239906311,2.2618072032928467
fashion_mnist,sym_40,fisher_rao,0,0.545,0.3113698714971542,0.7402732968330383,2.530996561050415
fashion_mnist,sym_40,kl,1,0.574,0.263964367210865,0.6744878888130188,2.182595729827881
fashion_mnist,sym_40,gce,1,0.644,0.2450704201757907,0.5838096737861633,2.16011118888855
fashion_mnist,sym_40,mae,1,0.761,0.1828807877898216,0.4057696461677551,1.6329597234725952
fashion_mnist,sym_40,sce,1,0.585,0.2767232591211795,0.6824317574501038,2.668545961380005
fashion_mnist,sym_40,hellinger,1,0.58,0.2659315528273582,0.6880112290382385,2.3283491134643555
fashion_mnist,sym_40,fisher_rao,1,0.565,0.2852766577303409,0.7092335224151611,2.51698899269104
fashion_mnist,sym_40,kl,2,0.582,0.2448944073617458,0.6501226425170898,2.0493857860565186
fashion_mnist,sym_40,gce,2,0.656,0.233977369248867,0.548462450504303,1.8034518957138064
fashion_mnist,sym_40,mae,2,0.791,0.1564412348270416,0.3641756772994995,1.329189658164978
fashion_mnist,sym_40,sce,2,0.609,0.2493741847872733,0.633095383644104,2.3094418048858643
fashion_mnist,sym_40,hellinger,2,0.581,0.2520661937594413,0.6676150560379028,2.139526844024658
fashion_mnist,sym_40,fisher_rao,2,0.556,0.2933636802434921,0.7002606391906738,2.3304672241210938
fashion_mnist,sym_40,kl,3,0.58,0.2496511119604111,0.656018078327179,2.0330841541290283
fashion_mnist,sym_40,gce,3,0.652,0.2464815463125705,0.5665292739868164,2.003566265106201
fashion_mnist,sym_40,mae,3,0.763,0.1766926534175872,0.4106350541114807,1.604440450668335
fashion_mnist,sym_40,sce,3,0.593,0.2760236305892467,0.6646350026130676,2.479429006576538
fashion_mnist,sym_40,hellinger,3,0.575,0.2791072975993156,0.6858747601509094,2.2769057750701904
fashion_mnist,sym_40,fisher_rao,3,0.575,0.2828186719119548,0.6850149035453796,2.4267523288726807
fashion_mnist,sym_40,kl,4,0.554,0.2775696141123772,0.6945738792419434,2.0443081855773926
fashion_mnist,sym_40,gce,4,0.667,0.2183150939047337,0.5435250401496887,1.8274463415145872
fashion_mnist,sym_40,mae,4,0.768,0.1692333600521087,0.3807612955570221,1.397233247756958
fashion_mnist,sym_40,sce,4,0.582,0.2783130679130554,0.6809853911399841,2.395893096923828
fashion_mnist,sym_40,hellinger,4,0.549,0.2883552654981614,0.7178713083267212,2.273118019104004
fashion_mnist,sym_40,fisher_rao,4,0.535,0.3214370168149471,0.7384610176086426,2.469280242919922
fashion_mnist,sym_60,kl,0,0.398,0.3839467424154281,0.9313302636146544,3.184197187423706
fashion_mnist,sym_60,gce,0,0.475,0.3750450809895992,0.8723838329315186,3.426302671432495
fashion_mnist,sym_60,mae,0,0.631,0.268978353857994,0.6265336275100708,2.5233280658721924
fashion_mnist,sym_60,sce,0,0.401,0.4211702406108379,0.9908719658851624,4.065342903137207
fashion_mnist,sym_60,hellinger,0,0.391,0.4148377204835415,0.9744448065757751,3.6979517936706543
fashion_mnist,sym_60,fisher_rao,0,0.371,0.4504599897861481,1.0230969190597534,3.985419273376465
fashion_mnist,sym_60,kl,1,0.377,0.4041074701249599,0.9840139150619508,3.5153939723968506
fashion_mnist,sym_60,gce,1,0.432,0.4153092151880264,0.9377159476280212,3.766445398330689
fashion_mnist,sym_60,mae,1,0.622,0.2825275364518165,0.6506907939910889,2.749107599258423
fashion_mnist,sym_60,sce,1,0.391,0.4364553900659084,1.0140252113342283,4.2714033126831055
fashion_mnist,sym_60,hellinger,1,0.351,0.4575306600779295,1.047213077545166,3.9713642597198486
fashion_mnist,sym_60,fisher_rao,1,0.339,0.469045179516077,1.0645610094070437,4.13638973236084
fashion_mnist,sym_60,kl,2,0.362,0.4199714227318764,1.0124046802520752,3.6338882446289062
fashion_mnist,sym_60,gce,2,0.449,0.3969168313741683,0.9188190698623656,3.728167533874512
fashion_mnist,sym_60,mae,2,0.624,0.2765428130030632,0.6307913661003113,2.6036083698272705
fashion_mnist,sym_60,sce,2,0.388,0.4379115831851959,1.0080429315567017,4.241076946258545
fashion_mnist,sym_60,hellinger,2,0.369,0.4288185133039951,1.0139154195785522,3.890523910522461
fashion_mnist,sym_60,fisher_rao,2,0.361,0.4553839110732078,1.0486223697662354,4.163899898529053
fashion_mnist,sym_60,kl,3,0.353,0.4287568798959255,1.018455147743225,3.634745597839355
fashion_mnist,sym_60,gce,3,0.431,0.4060787572264671,0.9387150406837464,3.70676851272583
fashion_mnist,sym_60,mae,3,0.608,0.2864351353049277,0.6539550423622131,2.6208302974700928
fashion_mnist,sym_60,sce,3,0.371,0.4561385697126389,1.0380351543426514,4.290248870849609
fashion_mnist,sym_60,hellinger,3,0.346,0.4511430282890797,1.053164005279541,3.99515151977539
fashion_mnist,sym_60,fisher_rao,3,0.365,0.4472355758845806,1.049269676208496,4.204955101013184
fashion_mnist,sym_60,kl,4,0.367,0.4176733313798904,1.0053688287734983,3.6541168689727783
